Coord	                 ProbeID	Chrom	Start       	End	       miRNA	  Num_Cancers	Cancers	                                                                            Concordance
chr22_17749059_17749060	cg09896131	chr22	17749059	17749060	hsa-mir-3198-1	4	TCGA-BLCA;TCGA-KIRC;TCGA-KIRP;TCGA-UCEC	All_Hypermethylated
chr1_44638295_44638296	cg09899564	chr1	44638295	44638296	hsa-mir-5584	4	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-UCEC	All_Hypermethylated
chr10_12638740_12638741	cg09926867	chr10	12638740	12638741	hsa-mir-4480;hsa-mir-4481;hsa-mir-548q	6	TCGA-BLCA;TCGA-COAD;TCGA-HNSC;TCGA-LIHC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr19_840737_840738	cg09930046	chr19	840737	840738	hsa-mir-3187	6	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr11_72758506_72758507	cg09936933	chr11	72758506	72758507	hsa-mir-4692	4	TCGA-BLCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP	All_Hypomethylated
chr2_207310547_207310548	cg09937500	chr2	207310547	207310548	hsa-mir-1302-4	9	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-PAAD;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr11_45693380_45693381	cg09939673	chr11	45693380	45693381	hsa-mir-7154	5	TCGA-BLCA;TCGA-COAD;TCGA-LIHC;TCGA-LUSC;TCGA-READ	All_Hypomethylated
chr9_95086024_95086025	cg09951047	chr9	95086024	95086025	hsa-mir-23b;hsa-mir-24-1;hsa-mir-27b;hsa-mir-3074;hsa-mir-6081	6	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-PRAD	All_Hypermethylated
chr14_100843339_100843340	cg09971102	chr14	100843339	100843340	hsa-mir-770;hsa-mir-127;hsa-mir-337;hsa-mir-431;hsa-mir-433;hsa-mir-493;hsa-mir-665	8	TCGA-BLCA;TCGA-COAD;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr15_25863527_25863528	cg09984339	chr15	25863527	25863528	hsa-mir-4715	9	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr4_40630771_40630772	cg10019467	chr4	40630771	40630772	hsa-mir-4802	2	TCGA-BLCA;TCGA-READ	All_Hypomethylated
chr11_72615094_72615095	cg10051714	chr11	72615094	72615095	hsa-mir-139	6	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr6_33905084_33905085	cg10072237	chr6	33905084	33905085	hsa-mir-7159	4	TCGA-BLCA;TCGA-HNSC;TCGA-KIRC;TCGA-LUSC	All_Hypomethylated
chr7_25952102_25952103	cg10085138	chr7	25952102	25952103	hsa-mir-148a	3	TCGA-BLCA;TCGA-LUAD;TCGA-READ	All_Hypomethylated
chr3_15521565_15521566	cg10127490	chr3	15521565	15521566	hsa-mir-4270	5	TCGA-BLCA;TCGA-KIRP;TCGA-LUAD;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr14_77266151_77266152	cg10134156	chr14	77266151	77266152	hsa-mir-1260a	5	TCGA-BLCA;TCGA-COAD;TCGA-KIRC;TCGA-LIHC;TCGA-READ	All_Hypomethylated
chr15_79239572_79239573	cg10144474	chr15	79239572	79239573	hsa-mir-184	9	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr16_83508334_83508335	cg10148614	chr16	83508334	83508335	hsa-mir-3182	7	TCGA-BLCA;TCGA-COAD;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-UCEC	All_Hypomethylated
chr4_82710431_82710432	cg10198664	chr4	82710431	82710432	hsa-mir-575	2	TCGA-BLCA;TCGA-READ	All_Hypomethylated
chr6_31958428_31958429	cg10223234	chr6	31958428	31958429	hsa-mir-1236	3	TCGA-BLCA;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr17_82239484_82239485	cg10241809	chr17	82239484	82239485	hsa-mir-6787	5	TCGA-BLCA;TCGA-KIRC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD	All_Hypomethylated
chr17_64500504_64500505	cg10244222	chr17	64500504	64500505	hsa-mir-3064;hsa-mir-5047	4	TCGA-BLCA;TCGA-COAD;TCGA-PRAD;TCGA-READ	All_Hypomethylated
chr2_52629613_52629614	cg10258241	chr2	52629613	52629614	hsa-mir-4431	5	TCGA-BLCA;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD	All_Hypomethylated
chr3_49277200_49277201	cg10259735	chr3	49277200	49277201	hsa-mir-4271	4	TCGA-BLCA;TCGA-KIRP;TCGA-LIHC;TCGA-UCEC	All_Hypermethylated
chr11_1347221_1347222	cg10300521	chr11	1347221	1347222	hsa-mir-6744	4	TCGA-BLCA;TCGA-ESCA;TCGA-LIHC;TCGA-UCEC	All_Hypomethylated
chr10_112283547_112283548	cg10343314	chr10	112283547	112283548	hsa-mir-6715a;hsa-mir-6715b	7	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr1_9163944_9163945	cg10377510	chr1	9163944	9163945	hsa-mir-34a	9	TCGA-BLCA;TCGA-COAD;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LIHC;TCGA-LUAD;TCGA-PAAD;TCGA-READ	All_Hypomethylated
chr2_85770945_85770946	cg10389138	chr2	85770945	85770946	hsa-mir-6071	3	TCGA-BLCA;TCGA-HNSC;TCGA-UCEC	All_Hypomethylated
chr16_56294509_56294510	cg10482356	chr16	56294509	56294510	hsa-mir-3935	7	TCGA-BLCA;TCGA-CHOL;TCGA-COAD;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-READ	All_Hypomethylated
chr13_52849992_52849993	cg10484958	chr13	52849992	52849993	hsa-mir-759	9	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-LUAD;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr1_3218192_3218193	cg10493186	chr1	3218192	3218193	hsa-mir-4251	4	TCGA-BLCA;TCGA-HNSC;TCGA-LIHC;TCGA-UCEC	All_Hypomethylated
chr1_3405658_3405659	cg10504805	chr1	3405658	3405659	hsa-mir-4251	7	TCGA-BLCA;TCGA-ESCA;TCGA-KIRC;TCGA-LIHC;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr11_45703677_45703678	cg10519389	chr11	45703677	45703678	hsa-mir-7154	9	TCGA-BLCA;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr16_87822468_87822469	cg10520099	chr16	87822468	87822469	hsa-mir-6775	6	TCGA-BLCA;TCGA-HNSC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypermethylated
chr19_844589_844590	cg10599438	chr19	844589	844590	hsa-mir-3187	6	TCGA-BLCA;TCGA-HNSC;TCGA-KIRP;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC	All_Hypomethylated
chr11_45719002_45719003	cg10634598	chr11	45719002	45719003	hsa-mir-7154	2	TCGA-BLCA;TCGA-LIHC	All_Hypomethylated
chr1_59604711_59604712	cg10702366	chr1	59604711	59604712	hsa-mir-4711	6	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUSC	All_Hypomethylated
chr22_37847763_37847764	cg10726463	chr22	37847763	37847764	hsa-mir-659	3	TCGA-BLCA;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr11_2162634_2162635	cg10732560	chr11	2162634	2162635	hsa-mir-4686	8	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr19_827776_827777	cg10752406	chr19	827776	827777	hsa-mir-3187	6	TCGA-BLCA;TCGA-KIRC;TCGA-KIRP;TCGA-LIHC;TCGA-PAAD;TCGA-UCEC	All_Hypomethylated
chr14_100893766_100893767	cg10772372	chr14	100893766	100893767	hsa-mir-127;hsa-mir-337;hsa-mir-431;hsa-mir-433;hsa-mir-493;hsa-mir-665	8	TCGA-BLCA;TCGA-COAD;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr12_81078103_81078104	cg10789281	chr12	81078103	81078104	hsa-mir-4699	8	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-READ	All_Hypermethylated
chr8_103213485_103213486	cg10817479	chr8	103213485	103213486	hsa-mir-3151	5	TCGA-BLCA;TCGA-COAD;TCGA-LIHC;TCGA-LUAD;TCGA-PRAD	All_Hypomethylated
chr2_11534431_11534432	cg10849854	chr2	11534431	11534432	hsa-mir-4429	7	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LUAD;TCGA-READ	All_Hypomethylated
chr17_77286058_77286059	cg10857221	chr17	77286058	77286059	hsa-mir-4316	7	TCGA-BLCA;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-UCEC	All_Hypomethylated
chr14_104659938_104659939	cg10938556	chr14	104659938	104659939	hsa-mir-4710	6	TCGA-BLCA;TCGA-HNSC;TCGA-LUSC;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr6_2857690_2857691	cg10943263	chr6	2857690	2857691	hsa-mir-4645	9	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr14_101064316_101064317	cg10948070	chr14	101064316	101064317	hsa-mir-369;hsa-mir-409;hsa-mir-410;hsa-mir-412;hsa-mir-541;hsa-mir-656	4	TCGA-BLCA;TCGA-LIHC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr5_88689044_88689045	cg10949706	chr5	88689044	88689045	hsa-mir-9-2	5	TCGA-BLCA;TCGA-COAD;TCGA-LUAD;TCGA-PAAD;TCGA-PRAD	All_Hypermethylated
chr14_104659647_104659648	cg10952171	chr14	104659647	104659648	hsa-mir-4710	4	TCGA-BLCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC	All_Hypomethylated
chr1_3391985_3391986	cg10956857	chr1	3391985	3391986	hsa-mir-4251	4	TCGA-BLCA;TCGA-CHOL;TCGA-LUAD;TCGA-UCEC	All_Hypermethylated
chr4_182326081_182326082	cg10992201	chr4	182326081	182326082	hsa-mir-1305	2	TCGA-BLCA;TCGA-LIHC	All_Hypomethylated
chr7_158550271_158550272	cg11060349	chr7	158550271	158550272	hsa-mir-595	6	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr2_177215707_177215708	cg11064170	chr2	177215707	177215708	hsa-mir-4444-1	8	TCGA-BLCA;TCGA-CHOL;TCGA-COAD;TCGA-HNSC;TCGA-LIHC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr3_49277162_49277163	cg11098493	chr3	49277162	49277163	hsa-mir-4271	5	TCGA-BLCA;TCGA-HNSC;TCGA-KIRP;TCGA-LIHC;TCGA-UCEC	All_Hypermethylated
chr7_32762952_32762953	cg11105292	chr7	32762952	32762953	hsa-mir-550a-2	7	TCGA-BLCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr8_127795817_127795818	cg11201447	chr8	127795817	127795818	hsa-mir-1205;hsa-mir-1206;hsa-mir-1207;hsa-mir-1204	12	TCGA-BLCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-READ	All_Hypomethylated
chr1_37308294_37308295	cg11202686	chr1	37308294	37308295	hsa-mir-4255	8	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-LIHC;TCGA-LUAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr14_100883036_100883037	cg11205335	chr14	100883036	100883037	hsa-mir-127;hsa-mir-337;hsa-mir-431;hsa-mir-433;hsa-mir-493;hsa-mir-665	5	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC	All_Hypomethylated
chr11_2161565_2161566	cg11208229	chr11	2161565	2161566	hsa-mir-4686	9	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr1_155974864_155974865	cg11216632	chr1	155974864	155974865	hsa-mir-6738	8	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ	All_Hypermethylated
chr1_44638261_44638262	cg11251215	chr1	44638261	44638262	hsa-mir-5584	7	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-UCEC	All_Hypermethylated
chr19_35351268_35351269	cg11351527	chr19	35351268	35351269	hsa-mir-5196	8	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-READ	All_Hypomethylated
chr2_52629880_52629881	cg11358935	chr2	52629880	52629881	hsa-mir-4431	2	TCGA-BLCA;TCGA-LIHC	All_Hypomethylated
chr7_130876752_130876753	cg11370011	chr7	130876752	130876753	hsa-mir-29a;hsa-mir-29b-1	5	TCGA-BLCA;TCGA-COAD;TCGA-LIHC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr2_207433536_207433537	cg11374169	chr2	207433536	207433537	hsa-mir-1302-4	3	TCGA-BLCA;TCGA-COAD;TCGA-LIHC	All_Hypomethylated
chr7_129777308_129777309	cg11377827	chr7	129777308	129777309	hsa-mir-183	3	TCGA-BLCA;TCGA-LUAD;TCGA-LUSC	All_Hypermethylated
chr20_2654228_2654229	cg11389889	chr20	2654228	2654229	hsa-mir-1292	2	TCGA-BLCA;TCGA-LUSC	All_Hypomethylated
chr17_36950338_36950339	cg11414044	chr17	36950338	36950339	hsa-mir-2909	3	TCGA-BLCA;TCGA-ESCA;TCGA-LUSC	All_Hypomethylated
chr10_51298713_51298714	cg11478495	chr10	51298713	51298714	hsa-mir-605	2	TCGA-BLCA;TCGA-PRAD	All_Hypomethylated
chr15_85770660_85770661	cg11479035	chr15	85770660	85770661	hsa-mir-1276	7	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUSC;TCGA-PAAD	All_Hypomethylated
chr8_41665433_41665434	cg11479568	chr8	41665433	41665434	hsa-mir-486-1;hsa-mir-486-2	7	TCGA-BLCA;TCGA-LIHC;TCGA-LUAD;TCGA-PAAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr11_1995283_1995284	cg11492040	chr11	1995283	1995284	hsa-mir-675	2	TCGA-BLCA;TCGA-LIHC	All_Hypomethylated
chr4_37245129_37245130	cg11557636	chr4	37245129	37245130	hsa-mir-4801	11	TCGA-BLCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr19_58394612_58394613	cg11569718	chr19	58394612	58394613	hsa-mir-4754;hsa-mir-10394	9	TCGA-BLCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ	All_Hypomethylated
chr19_53787545_53787546	cg11616411	chr19	53787545	53787546	hsa-mir-371a;hsa-mir-372;hsa-mir-371b	5	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC	All_Hypomethylated
chr19_12665911_12665912	cg11621113	chr19	12665911	12665912	hsa-mir-10395	10	TCGA-BLCA;TCGA-CHOL;TCGA-COAD;TCGA-KIRC;TCGA-KIRP;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr19_49888628_49888629	cg11625877	chr19	49888628	49888629	hsa-mir-4750	4	TCGA-BLCA;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr19_2560040_2560041	cg11659796	chr19	2560040	2560041	hsa-mir-7850	6	TCGA-BLCA;TCGA-COAD;TCGA-HNSC;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr20_62552192_62552193	cg11682508	chr20	62552192	62552193	hsa-mir-1-1;hsa-mir-133a-2	4	TCGA-BLCA;TCGA-LIHC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr19_855536_855537	cg11683663	chr19	855536	855537	hsa-mir-3187	7	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr11_36074221_36074222	cg11701604	chr11	36074221	36074222	hsa-mir-3973	3	TCGA-BLCA;TCGA-LIHC;TCGA-LUSC	All_Hypomethylated
chr20_62556428_62556429	cg11701615	chr20	62556428	62556429	hsa-mir-1-1;hsa-mir-133a-2	8	TCGA-BLCA;TCGA-CHOL;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr8_128148685_128148686	cg11792826	chr8	128148685	128148686	hsa-mir-1208	4	TCGA-BLCA;TCGA-COAD;TCGA-HNSC;TCGA-READ	All_Hypomethylated
chr10_29598601_29598602	cg11794384	chr10	29598601	29598602	hsa-mir-604;hsa-mir-938	3	TCGA-BLCA;TCGA-HNSC;TCGA-UCEC	All_Hypermethylated
chr3_16063756_16063757	cg11804725	chr3	16063756	16063757	hsa-mir-563	7	TCGA-BLCA;TCGA-COAD;TCGA-KIRC;TCGA-LIHC;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr19_49680914_49680915	cg11815796	chr19	49680914	49680915	hsa-mir-5088	2	TCGA-BLCA;TCGA-HNSC	All_Hypermethylated
chr12_53053275_53053276	cg11856932	chr12	53053275	53053276	hsa-mir-6757	5	TCGA-BLCA;TCGA-HNSC;TCGA-KIRP;TCGA-LUSC;TCGA-UCEC	All_Hypermethylated
chr17_80087846_80087847	cg11872776	chr17	80087846	80087847	hsa-mir-1268b	6	TCGA-BLCA;TCGA-COAD;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC;TCGA-READ	All_Hypomethylated
chr9_136748423_136748424	cg11873854	chr9	136748423	136748424	hsa-mir-6722	8	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUSC;TCGA-READ	All_Hypomethylated
chr8_133068755_133068756	cg11883141	chr8	133068755	133068756	hsa-mir-7848	6	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-PAAD	All_Hypomethylated
chr5_31908406_31908407	cg11909311	chr5	31908406	31908407	hsa-mir-4279	3	TCGA-BLCA;TCGA-LIHC;TCGA-READ	All_Hypomethylated
chr5_154692106_154692107	cg11923914	chr5	154692106	154692107	hsa-mir-1303	5	TCGA-BLCA;TCGA-ESCA;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr8_2144985_2144986	cg11955491	chr8	2144985	2144986	hsa-mir-7160	10	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr17_48576349_48576350	cg11971423	chr17	48576349	48576350	hsa-mir-10a	9	TCGA-BLCA;TCGA-CHOL;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD	All_Hypermethylated
chr7_158543324_158543325	cg11985321	chr7	158543324	158543325	hsa-mir-595	4	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-LUSC	All_Hypomethylated
chr17_77451703_77451704	cg11991516	chr17	77451703	77451704	hsa-mir-4316	3	TCGA-BLCA;TCGA-HNSC;TCGA-KIRC	All_Hypermethylated
chr19_18386333_18386334	cg12008047	chr19	18386333	18386334	hsa-mir-3189	6	TCGA-BLCA;TCGA-KIRP;TCGA-LUAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr2_88109169_88109170	cg12031375	chr2	88109169	88109170	hsa-mir-4780	4	TCGA-BLCA;TCGA-HNSC;TCGA-LUSC;TCGA-PRAD	All_Hypomethylated
chr20_62564793_62564794	cg12038641	chr20	62564793	62564794	hsa-mir-1-1;hsa-mir-133a-2	10	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr11_75339103_75339104	cg12041266	chr11	75339103	75339104	hsa-mir-326	5	TCGA-BLCA;TCGA-ESCA;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypermethylated
chr1_3241340_3241341	cg12074391	chr1	3241340	3241341	hsa-mir-4251	2	TCGA-BLCA;TCGA-LIHC	All_Hypomethylated
chr11_45691800_45691801	cg12079678	chr11	45691800	45691801	hsa-mir-7154	6	TCGA-BLCA;TCGA-COAD;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-READ	All_Hypomethylated
chr16_57667549_57667550	cg12125117	chr16	57667549	57667550	hsa-mir-6772	6	TCGA-BLCA;TCGA-COAD;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-READ	All_Hypomethylated
chr8_133072300_133072301	cg12136514	chr8	133072300	133072301	hsa-mir-7848	4	TCGA-BLCA;TCGA-HNSC;TCGA-LIHC;TCGA-UCEC	All_Hypomethylated
chr14_105150836_105150837	cg12166899	chr14	105150836	105150837	hsa-mir-6765	2	TCGA-BLCA;TCGA-LIHC	All_Hypomethylated
chr17_77466943_77466944	cg12194864	chr17	77466943	77466944	hsa-mir-4316	2	TCGA-BLCA;TCGA-KIRP	All_Hypermethylated
chr1_38053583_38053584	cg12207153	chr1	38053583	38053584	hsa-mir-3659	3	TCGA-BLCA;TCGA-CHOL;TCGA-READ	All_Hypomethylated
chr17_7218942_7218943	cg12228229	chr17	7218942	7218943	hsa-mir-324	2	TCGA-BLCA;TCGA-KIRP	All_Hypermethylated
chr19_840873_840874	cg12230709	chr19	840873	840874	hsa-mir-3187	6	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr8_2045778_2045779	cg12284098	chr8	2045778	2045779	hsa-mir-7160	4	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-UCEC	All_Hypomethylated
chr2_189121591_189121592	cg12329318	chr2	189121591	189121592	hsa-mir-3129	4	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-READ	All_Hypomethylated
chr2_5969514_5969515	cg12356859	chr2	5969514	5969515	hsa-mir-7158	3	TCGA-BLCA;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr6_33900410_33900411	cg12367415	chr6	33900410	33900411	hsa-mir-7159	2	TCGA-BLCA;TCGA-LUSC	All_Hypomethylated
chr17_48722278_48722279	cg12374721	chr17	48722278	48722279	hsa-mir-3185	10	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-UCEC	All_Hypermethylated
chr11_1241367_1241368	cg12383159	chr11	1241367	1241368	hsa-mir-6744	6	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr5_10442500_10442501	cg12410225	chr5	10442500	10442501	hsa-mir-6131	5	TCGA-BLCA;TCGA-HNSC;TCGA-LIHC;TCGA-PRAD;TCGA-UCEC	All_Hypomethylated
chr3_71305971_71305972	cg12431087	chr3	71305971	71305972	hsa-mir-1284	2	TCGA-BLCA;TCGA-LIHC	All_Hypermethylated
chr6_33909514_33909515	cg12439232	chr6	33909514	33909515	hsa-mir-7159	3	TCGA-BLCA;TCGA-HNSC;TCGA-LUSC	All_Hypomethylated
chr19_49497801_49497802	cg12528835	chr19	49497801	49497802	hsa-mir-150	4	TCGA-BLCA;TCGA-LUSC;TCGA-PRAD;TCGA-UCEC	All_Hypomethylated
chr8_17697383_17697384	cg12548824	chr8	17697383	17697384	hsa-mir-548v	5	TCGA-BLCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypermethylated
chr13_52849914_52849915	cg12568898	chr13	52849914	52849915	hsa-mir-759	12	TCGA-BLCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr2_55989448_55989449	cg12686754	chr2	55989448	55989449	hsa-mir-216a;hsa-mir-217	3	TCGA-BLCA;TCGA-LIHC;TCGA-UCEC	All_Hypomethylated
chr3_151907586_151907587	cg12695487	chr3	151907586	151907587	hsa-mir-5186	3	TCGA-BLCA;TCGA-LIHC;TCGA-READ	All_Hypomethylated
chr14_101065431_101065432	cg12782201	chr14	101065431	101065432	hsa-mir-369;hsa-mir-409;hsa-mir-410;hsa-mir-412;hsa-mir-541;hsa-mir-656	4	TCGA-BLCA;TCGA-ESCA;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr1_3139394_3139395	cg12804677	chr1	3139394	3139395	hsa-mir-4251	10	TCGA-BLCA;TCGA-COAD;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LIHC;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr17_77389196_77389197	cg12858577	chr17	77389196	77389197	hsa-mir-4316	7	TCGA-BLCA;TCGA-CHOL;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ	All_Hypermethylated
