Coord	ProbeID	Chromosome	Start	End	miRNA	Num_Cancers	Cancers	Concordance
chr6_1378633_1378634	cg08368654	chr6	1378633	1378634	hsa-mir-6720	13	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr7_157555010_157555011	cg08490529	chr7	157555010	157555011	hsa-mir-153-2	11	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr19_35291962_35291963	cg08585489	chr19	35291962	35291963	hsa-mir-5196	10	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr17_48725646_48725647	cg08594218	chr17	48725646	48725647	hsa-mir-3185	11	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-UCEC	All_Hypermethylated
chr5_88685159_88685160	cg08620044	chr5	88685159	88685160	hsa-mir-9-2	11	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr1_3263198_3263199	cg08636115	chr1	3263198	3263199	hsa-mir-4251	10	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr16_82627065_82627066	cg08747377	chr16	82627065	82627066	hsa-mir-8058	10	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-KIRC;TCGA-LUAD;TCGA-PAAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr7_157598567_157598568	cg08904151	chr7	157598567	157598568	hsa-mir-153-2	10	TCGA-BLCA;TCGA-BRCA;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr7_130491154_130491155	cg09003373	chr7	130491154	130491155	hsa-mir-335	10	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr1_98045654_98045655	cg09022943	chr1	98045654	98045655	hsa-mir-2682	14	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr15_89379114_89379115	cg09086835	chr15	89379114	89379115	hsa-mir-9-3	12	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr12_57844449_57844450	cg09183316	chr12	57844449	57844450	hsa-mir-26a-2	11	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr7_130903749_130903750	cg09187338	chr7	130903749	130903750	hsa-mir-29a;hsa-mir-29b-1	11	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-PAAD;TCGA-READ	All_Hypomethylated
chr1_3142953_3142954	cg09221035	chr1	3142953	3142954	hsa-mir-4251	11	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr14_101025795_101025796	cg09250367	chr14	101025795	101025796	hsa-mir-1197;hsa-mir-299;hsa-mir-323a;hsa-mir-329-1;hsa-mir-329-2;hsa-mir-379;hsa-mir-380;hsa-mir-411;hsa-mir-758	11	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr7_128032511_128032512	cg09296001	chr7	128032511	128032512	hsa-mir-593	10	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr14_93939335_93939336	cg09341793	chr14	93939335	93939336	hsa-mir-4506	10	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr8_64379941_64379942	cg09383907	chr8	64379941	64379942	hsa-mir-124-2	10	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr19_53787831_53787832	cg09484214	chr19	53787831	53787832	hsa-mir-371a;hsa-mir-372;hsa-mir-371b	11	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr1_3090191_3090192	cg09509365	chr1	3090191	3090192	hsa-mir-4251	11	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr6_33899450_33899451	cg09577986	chr6	33899450	33899451	hsa-mir-7159	13	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr8_129983744_129983745	cg09642740	chr8	129983744	129983745	hsa-mir-5194	12	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LIHC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr6_1384545_1384546	cg09651522	chr6	1384545	1384546	hsa-mir-6720	11	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr15_89371235_89371236	cg09683350	chr15	89371235	89371236	hsa-mir-9-3	12	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr6_32761721_32761722	cg09739413	chr6	32761721	32761722	hsa-mir-3135b	10	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr13_52846251_52846252	cg09813525	chr13	52846251	52846252	hsa-mir-759	13	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr17_48722393_48722394	cg09866983	chr17	48722393	48722394	hsa-mir-3185	11	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-UCEC	All_Hypermethylated
chr5_88678647_88678648	cg09884341	chr5	88678647	88678648	hsa-mir-9-2	13	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr15_89379097_89379098	cg09969277	chr15	89379097	89379098	hsa-mir-9-3	13	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr14_101023808_101023809	cg10082525	chr14	101023808	101023809	hsa-mir-1197;hsa-mir-299;hsa-mir-323a;hsa-mir-329-1;hsa-mir-329-2;hsa-mir-379;hsa-mir-380;hsa-mir-411;hsa-mir-758	11	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-UCEC	All_Hypomethylated
chr15_89371377_89371378	cg10157251	chr15	89371377	89371378	hsa-mir-9-3	11	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr1_148328965_148328966	cg10207181	chr1	148328965	148328966	hsa-mir-5087	13	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr7_158586440_158586441	cg10218605	chr7	158586440	158586441	hsa-mir-595	13	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr7_73703915_73703916	cg10286163	chr7	73703915	73703916	hsa-mir-4284	11	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr19_53665596_53665597	cg10360420	chr19	53665596	53665597	hsa-mir-1283-1;hsa-mir-1323;hsa-mir-498;hsa-mir-512-1;hsa-mir-512-2;hsa-mir-515-1;hsa-mir-515-2;hsa-mir-519c;hsa-mir-519e;hsa-mir-520a;hsa-mir-520e;hsa-mir-520f;hsa-mir-519b;hsa-mir-526b	10	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr1_3289752_3289753	cg10391102	chr1	3289752	3289753	hsa-mir-4251	11	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr15_79179244_79179245	cg10438282	chr15	79179244	79179245	hsa-mir-184	14	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr3_159186928_159186929	cg10461878	chr3	159186928	159186929	hsa-mir-3919	11	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LIHC;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr1_3099729_3099730	cg10520026	chr1	3099729	3099730	hsa-mir-4251	11	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr5_179801859_179801860	cg10561067	chr5	179801859	179801860	hsa-mir-1229	12	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-LIHC;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr2_179857883_179857884	cg10671757	chr2	179857883	179857884	hsa-mir-1258	12	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr20_26209718_26209719	cg10715092	chr20	26209718	26209719	hsa-mir-663a	13	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr19_53689759_53689760	cg10753636	chr19	53689759	53689760	hsa-mir-1283-1;hsa-mir-1323;hsa-mir-498;hsa-mir-512-1;hsa-mir-512-2;hsa-mir-515-1;hsa-mir-515-2;hsa-mir-519c;hsa-mir-519e;hsa-mir-520a;hsa-mir-520e;hsa-mir-520f;hsa-mir-519b;hsa-mir-526b	10	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr11_45681495_45681496	cg10776232	chr11	45681495	45681496	hsa-mir-7154	10	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ	All_Hypomethylated
chr8_9903359_9903360	cg10866298	chr8	9903359	9903360	hsa-mir-124-1	10	TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-READ	All_Hypermethylated
chr1_3246358_3246359	cg10952596	chr1	3246358	3246359	hsa-mir-4251	11	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr6_33207400_33207401	cg11011640	chr6	33207400	33207401	hsa-mir-219a-1	10	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr11_43580419_43580420	cg11074814	chr11	43580419	43580420	hsa-mir-129-2	11	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-PAAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr7_158570215_158570216	cg11202265	chr7	158570215	158570216	hsa-mir-595	11	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr20_26209029_26209030	cg11220245	chr20	26209029	26209030	hsa-mir-663a	13	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr22_22559254_22559255	cg11225751	chr22	22559254	22559255	hsa-mir-5571;hsa-mir-650	14	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr1_3290938_3290939	cg11250802	chr1	3290938	3290939	hsa-mir-4251	10	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr17_48734165_48734166	cg11267630	chr17	48734165	48734166	hsa-mir-3185	12	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD	All_Hypermethylated
chr5_88683825_88683826	cg11325970	chr5	88683825	88683826	hsa-mir-9-2	10	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr7_157554681_157554682	cg11326510	chr7	157554681	157554682	hsa-mir-153-2	11	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr14_100868946_100868947	cg11346901	chr14	100868946	100868947	hsa-mir-127;hsa-mir-337;hsa-mir-431;hsa-mir-433;hsa-mir-493;hsa-mir-665	11	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr15_37097384_37097385	cg11362604	chr15	37097384	37097385	hsa-mir-8063	10	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-HNSC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr4_37245205_37245206	cg11416384	chr4	37245205	37245206	hsa-mir-4801	10	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-UCEC	All_Hypermethylated
chr17_77285958_77285959	cg11468193	chr17	77285958	77285959	hsa-mir-4316	11	TCGA-BLCA;TCGA-BRCA;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr5_88672027_88672028	cg11712990	chr5	88672027	88672028	hsa-mir-9-2	11	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-READ	All_Hypermethylated
chr8_64376670_64376671	cg11750592	chr8	64376670	64376671	hsa-mir-124-2	12	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr20_62554268_62554269	cg11797130	chr20	62554268	62554269	hsa-mir-1-1;hsa-mir-133a-2	11	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr1_3084438_3084439	cg11837181	chr1	3084438	3084439	hsa-mir-4251	11	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-KIRC;TCGA-KIRP;TCGA-LIHC;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr4_37244085_37244086	cg11856542	chr4	37244085	37244086	hsa-mir-4801	10	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-UCEC	All_Hypermethylated
chr14_101023444_101023445	cg11869773	chr14	101023444	101023445	hsa-mir-1197;hsa-mir-299;hsa-mir-323a;hsa-mir-329-1;hsa-mir-329-2;hsa-mir-379;hsa-mir-380;hsa-mir-411;hsa-mir-758	10	TCGA-BLCA;TCGA-BRCA;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr14_100874994_100874995	cg11887124	chr14	100874994	100874995	hsa-mir-127;hsa-mir-337;hsa-mir-431;hsa-mir-433;hsa-mir-493;hsa-mir-665	11	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr3_79766489_79766490	cg11980129	chr3	79766489	79766490	hsa-mir-3923	12	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr7_157553920_157553921	cg12054171	chr7	157553920	157553921	hsa-mir-153-2	11	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr19_12648317_12648318	cg12063490	chr19	12648317	12648318	hsa-mir-10395	11	TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD	All_Hypermethylated
chr1_148354774_148354775	cg12099459	chr1	148354774	148354775	hsa-mir-5087	11	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr22_49634808_49634809	cg12277653	chr22	49634808	49634809	hsa-mir-3667	10	TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr6_32761085_32761086	cg12296550	chr6	32761085	32761086	hsa-mir-3135b	10	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr5_88672840_88672841	cg12325536	chr5	88672840	88672841	hsa-mir-9-2	14	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-READ	All_Hypermethylated
chr7_128032605_128032606	cg12345672	chr7	128032605	128032606	hsa-mir-593	11	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr5_88685251_88685252	cg12393318	chr5	88685251	88685252	hsa-mir-9-2	14	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr15_89367917_89367918	cg12530503	chr15	89367917	89367918	hsa-mir-9-3	12	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-KIRC;TCGA-KIRP;TCGA-LIHC;TCGA-LUAD;TCGA-PAAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr13_52849127_52849128	cg12545687	chr13	52849127	52849128	hsa-mir-759	11	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-PAAD;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr7_128032405_128032406	cg12628196	chr7	128032405	128032406	hsa-mir-593	10	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr3_170419533_170419534	cg12741994	chr3	170419533	170419534	hsa-mir-6828	11	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr5_6766500_6766501	cg12970171	chr5	6766500	6766501	hsa-mir-4278	10	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr17_77374529_77374530	cg12985929	chr17	77374529	77374530	hsa-mir-4316	10	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-LIHC;TCGA-LUSC;TCGA-PRAD;TCGA-READ	All_Hypermethylated
chr22_37983742_37983743	cg12990614	chr22	37983742	37983743	hsa-mir-4534	12	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LIHC;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
