Coord	DMR_idx	Chromosome	Start	End	miRNA	Num_Cancers	Cancers	Concordance
chr16_82673506_82673726	13865;3170;15087;8957;6095;4079;14939;14006;11408	chr16	82673506	82673726	hsa-mir-8058	9	TCGA-BLCA;TCGA-BRCA;TCGA-CESC;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr5_172750450_172751331	13942;3884;1569;4972;3756	chr5	172750450	172751331	hsa-mir-12118	5	TCGA-BRCA;TCGA-HNSC;TCGA-KIRP;TCGA-LUSC;TCGA-PRAD	All_Hypermethylated
chr1_3289798_3289994	13971;5899;10276;2218;6934;3782;21900;8408	chr1	3289798	3289994	hsa-mir-4251	8	TCGA-BLCA;TCGA-BRCA;TCGA-CESC;TCGA-ESCA;TCGA-LIHC;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr1_3047342_3047677	14128;16662;16944;9108;18513;14056	chr1	3047342	3047677	hsa-mir-4251	6	TCGA-BLCA;TCGA-BRCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr1_3272131_3273407	14263;9036;13021;4099;8934;14975;10048;4021;15474	chr1	3272131	3273407	hsa-mir-4251	9	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC;TCGA-READ;TCGA-SKCM;TCGA-UCEC	All_Hypomethylated
chr12_81227142_81227676	14300;21052;12130;21108;18859;18639	chr12	81227142	81227676	hsa-mir-617;hsa-mir-618	6	TCGA-BLCA;TCGA-BRCA;TCGA-CESC;TCGA-COAD;TCGA-HNSC;TCGA-UCEC	All_Hypomethylated
chr1_233763901_233763964	15093;15664;3353	chr1	233763901	233763964	hsa-mir-4427	3	TCGA-BLCA;TCGA-BRCA;TCGA-SKCM	All_Hypomethylated
chr19_2588376_2588629	15142;32142	chr19	2588376	2588629	hsa-mir-7850	2	TCGA-BRCA;TCGA-LUSC	All_Hypomethylated
chr7_157391030_157391259	15185;1856;9212;10720;6668;10162;11921	chr7	157391030	157391259	hsa-mir-153-2	7	TCGA-BLCA;TCGA-BRCA;TCGA-CESC;TCGA-KIRC;TCGA-LIHC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr4_183243976_183245389	15502;4210;11836;17152;14576	chr4	183243976	183245389	hsa-mir-1305	5	TCGA-BLCA;TCGA-BRCA;TCGA-CESC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr12_54653065_54654090	16085;17222;25831;4500;20984;2653	chr12	54653065	54654090	hsa-mir-3198-2	6	TCGA-BLCA;TCGA-BRCA;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-PRAD	All_Hypermethylated
chr21_31743965_31744537	16265;8160;13262;12528;5854;11572;3296;14935;6744;25038;7213;15579	chr21	31743965	31744537	hsa-mir-4327	12	TCGA-BLCA;TCGA-BRCA;TCGA-CESC;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-SARC;TCGA-UCEC	All_Hypomethylated
chr1_3234186_3234644	17530;11622	chr1	3234186	3234644	hsa-mir-4251	2	TCGA-BRCA;TCGA-UCEC	All_Hypomethylated
chr20_61806628_61806651	17683;13153;11884	chr20	61806628	61806651	hsa-mir-124-3	3	TCGA-BRCA;TCGA-COAD;TCGA-LUAD	All_Hypermethylated
chr14_106329158_106329652	17749;7059;13335;6301;2653;13453;9251;24268;15338;11870;18994	chr14	106329158	106329652	hsa-mir-4507;hsa-mir-4537;hsa-mir-4538;hsa-mir-4539	11	TCGA-BLCA;TCGA-BRCA;TCGA-CESC;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr6_32711008_32711102	17800;4814;4731;4984;13437;12442	chr6	32711008	32711102	hsa-mir-3135b	6	TCGA-BLCA;TCGA-BRCA;TCGA-KIRC;TCGA-LIHC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr8_134072526_134072611	18209;9624;7026;15727;18494;17769	chr8	134072526	134072611	hsa-mir-7848	6	TCGA-BRCA;TCGA-CESC;TCGA-KIRC;TCGA-KIRP;TCGA-LIHC;TCGA-UCEC	All_Hypomethylated
chr8_143182559_143182662	18692;2173;13545;3198;2244;1204;2820;14921	chr8	143182559	143182662	hsa-mir-4472-1	8	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-ESCA;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD	All_Hypomethylated
chr10_6183528_6183575	19227;23170	chr10	6183528	6183575	hsa-mir-3155b	2	TCGA-BRCA;TCGA-LUSC	All_Hypomethylated
chr1_192603870_192604413	19342;10994;19125	chr1	192603870	192604413	hsa-mir-4426	3	TCGA-BRCA;TCGA-CESC;TCGA-LUSC	All_Hypomethylated
chr6_32726567_32727550	19452;9821;19968;5666	chr6	32726567	32727550	hsa-mir-3135b	4	TCGA-BRCA;TCGA-COAD;TCGA-HNSC;TCGA-LIHC	All_Hypomethylated
chr1_233765199_233765350	19633;2104;1340	chr1	233765199	233765350	hsa-mir-4427	3	TCGA-BRCA;TCGA-GBM;TCGA-SKCM	All_Hypomethylated
chr7_157338433_157338481	20231;14645;11775;9616;16300;17590;10225	chr7	157338433	157338481	hsa-mir-153-2	7	TCGA-BLCA;TCGA-BRCA;TCGA-ESCA;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr7_36959356_36959489	20612;14948	chr7	36959356	36959489	hsa-mir-1200	2	TCGA-BRCA;TCGA-HNSC	All_Hypomethylated
chr1_3208865_3209104	21089;14554	chr1	3208865	3209104	hsa-mir-4251	2	TCGA-BRCA;TCGA-ESCA	All_Hypomethylated
chr14_101311744_101311834	23010;6994;12117;8102;7406;4594;19102;17594;9396;7131;15109;23686;8599	chr14	101311744	101311834	hsa-mir-770;hsa-mir-127;hsa-mir-337;hsa-mir-431;hsa-mir-433;hsa-mir-493;hsa-mir-665	13	TCGA-BLCA;TCGA-BRCA;TCGA-CESC;TCGA-COAD;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PCPG;TCGA-PRAD;TCGA-READ;TCGA-SARC	All_Hypomethylated
chr17_46645972_46646359	23580;11564;4148	chr17	46645972	46646359	hsa-mir-10a	3	TCGA-BRCA;TCGA-LUSC;TCGA-SKCM	All_Hypermethylated
chr19_54187320_54187355	25286;23398;13545;12871;16706;19568;9302	chr19	54187320	54187355	hsa-mir-1283-1;hsa-mir-1323;hsa-mir-498;hsa-mir-512-1;hsa-mir-512-2;hsa-mir-515-1;hsa-mir-515-2;hsa-mir-519c;hsa-mir-519e;hsa-mir-520a;hsa-mir-520e;hsa-mir-520f;hsa-mir-519b;hsa-mir-526b	7	TCGA-BLCA;TCGA-BRCA;TCGA-ESCA;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr3_128564815_128564943	26873;946	chr3	128564815	128564943	hsa-mir-12124	2	TCGA-BRCA;TCGA-PRAD	All_Hypermethylated
chr7_158336016_158336562	27000;7440;10184;12671	chr7	158336016	158336562	hsa-mir-595	4	TCGA-BLCA;TCGA-BRCA;TCGA-ESCA;TCGA-HNSC	All_Hypomethylated
chr11_59333490_59333844	28942;13112;10152	chr11	59333490	59333844	hsa-mir-3162	3	TCGA-BLCA;TCGA-BRCA;TCGA-PRAD	All_Hypermethylated
chr14_101487756_101493361	6;2566;1133;855;1912;35;33;217;1073;1028;2237;70;475	chr14	101487756	101493361	hsa-mir-1197;hsa-mir-299;hsa-mir-323a;hsa-mir-329-1;hsa-mir-329-2;hsa-mir-379;hsa-mir-380;hsa-mir-411;hsa-mir-758	14	TCGA-BLCA;TCGA-CESC;TCGA-COAD;TCGA-ESCA;TCGA-GBM;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-SARC;TCGA-SKCM;TCGA-UCEC	All_Hypomethylated
chr17_75373040_75373457	32;801;2816;1314;8104	chr17	75373040	75373457	hsa-mir-4316	5	TCGA-BLCA;TCGA-CESC;TCGA-LUSC;TCGA-PAAD;TCGA-PCPG	All_Hypermethylated
chr14_101518520_101522539	57;3150;3176;3643;694;170;234;470;1565;1660;1330;121;772	chr14	101518520	101522539	hsa-mir-487a;hsa-mir-382;hsa-mir-134;hsa-mir-668;hsa-mir-485	13	TCGA-BLCA;TCGA-CESC;TCGA-ESCA;TCGA-GBM;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-SARC;TCGA-SKCM;TCGA-UCEC	All_Hypomethylated
chr1_1264265_1276019	101;902;26	chr1	1264265	1276019	hsa-mir-6808	3	TCGA-BLCA;TCGA-CESC;TCGA-LUSC	All_Hypomethylated
chr19_10928172_10928696	112;155;284;31;241	chr19	10928172	10928696	hsa-mir-638;hsa-mir-199a-1;hsa-mir-4748;hsa-mir-6793	5	TCGA-BLCA;TCGA-CESC;TCGA-KIRP;TCGA-THYM;TCGA-UCEC	All_Hypermethylated
chr6_33864689_33868466	117;1906;1847;801;2187;1759;6249;2462;2197	chr6	33864689	33868466	hsa-mir-7159	9	TCGA-BLCA;TCGA-CESC;TCGA-GBM;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-SARC;TCGA-UCEC	All_Hypomethylated
chr14_101525784_101528671	118;1443;562;2014;75	chr14	101525784	101528671	hsa-mir-154;hsa-mir-496;hsa-mir-377	5	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-PRAD;TCGA-SKCM	All_Hypomethylated
chr14_101497583_101500125	121;3047;846;906;827;1741;1531;904;1764	chr14	101497583	101500125	hsa-mir-543;hsa-mir-495	9	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-SKCM;TCGA-UCEC	All_Hypomethylated
chr14_101346180_101352141	167;2756;1400;552;419;500;1204;1737;1514	chr14	101346180	101352141	hsa-mir-127;hsa-mir-337;hsa-mir-431;hsa-mir-433;hsa-mir-493;hsa-mir-665;hsa-mir-136;hsa-mir-432	9	TCGA-BLCA;TCGA-CESC;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-SKCM;TCGA-UCEC	All_Hypomethylated
chr11_45714651_45728183	236;754;2214;1185	chr11	45714651	45728183	hsa-mir-7154	4	TCGA-BLCA;TCGA-LIHC;TCGA-LUAD;TCGA-READ	All_Hypomethylated
chr19_840737_841082	321;1367;2192;823;3277;894;4508;1820;7000;310	chr19	840737	841082	hsa-mir-3187	10	TCGA-BLCA;TCGA-CESC;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUSC;TCGA-READ;TCGA-SARC;TCGA-UCEC	All_Hypomethylated
chr5_87973439_87974547	371;334;587;286;161;193;7005;133;230;575;8146	chr5	87973439	87974547	hsa-mir-9-2	11	TCGA-BLCA;TCGA-CESC;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr1_243645911_243647204	379;244;1212;847;1647;2927;2179;5524;708;1764;6340;1111	chr1	243645911	243647204	hsa-mir-4677	12	TCGA-BLCA;TCGA-CESC;TCGA-CHOL;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-SARC;TCGA-UCEC	All_Hypermethylated
chr8_29732519_29732714	506;576;2897;4208	chr8	29732519	29732714	hsa-mir-3148	4	TCGA-BLCA;TCGA-CESC;TCGA-KIRP;TCGA-UCEC	All_Hypermethylated
chr12_54408091_54413384	515;556;341;31;302;20;9	chr12	54408091	54413384	hsa-mir-615	7	TCGA-BLCA;TCGA-CHOL;TCGA-GBM;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-SKCM	All_Hypermethylated
chr17_75276069_75279120	517;1772	chr17	75276069	75279120	hsa-mir-4316	2	TCGA-BLCA;TCGA-UCEC	All_Hypomethylated
chr20_61806628_61810795	580;688;806;385;1827;125;43;4524	chr20	61806628	61810795	hsa-mir-124-3	8	TCGA-BLCA;TCGA-CESC;TCGA-CHOL;TCGA-ESCA;TCGA-LIHC;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr7_2563184_2567893	651;2322;2010;563	chr7	2563184	2567893	hsa-mir-4648	4	TCGA-BLCA;TCGA-CESC;TCGA-CHOL;TCGA-LIHC	All_Hypomethylated
chr19_45259535_45262055	656;660;3602;366;477	chr19	45259535	45262055	hsa-mir-8085	5	TCGA-BLCA;TCGA-CESC;TCGA-GBM;TCGA-KIRP;TCGA-UCEC	All_Hypermethylated
chr14_101505130_101506379	716;1981	chr14	101505130	101506379	hsa-mir-376c	2	TCGA-BLCA;TCGA-LUSC	All_Hypomethylated
chr5_172669916_172673349	731;326	chr5	172669916	172673349	hsa-mir-12118	2	TCGA-BLCA;TCGA-LUAD	All_Hypermethylated
chr7_157368881_157371224	811;137;1357;2671	chr7	157368881	157371224	hsa-mir-153-2	4	TCGA-BLCA;TCGA-LIHC;TCGA-SKCM;TCGA-UCEC	All_Hypomethylated
chr22_22901145_22902237	826;4040;452;715;521;1508;3105	chr22	22901145	22902237	hsa-mir-5571;hsa-mir-650	7	TCGA-BLCA;TCGA-CESC;TCGA-ESCA;TCGA-HNSC;TCGA-LUSC;TCGA-PRAD;TCGA-READ	All_Hypomethylated
chr17_79107083_79108296	849;4426;4228;2629;7342;1394;9569	chr17	79107083	79108296	hsa-mir-1250	7	TCGA-BLCA;TCGA-COAD;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC;TCGA-PAAD;TCGA-READ	All_Hypomethylated
chr7_157332376_157335647	1099;11182;1953;59;767;5082;5268;1426	chr7	157332376	157335647	hsa-mir-153-2	8	TCGA-BLCA;TCGA-CESC;TCGA-ESCA;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-SARC;TCGA-UCEC	All_Hypomethylated
chr10_104210016_104211761	1133;542;1281	chr10	104210016	104211761	hsa-mir-146b	3	TCGA-BLCA;TCGA-CHOL;TCGA-PCPG	All_Hypomethylated
chr20_61161073_61162112	1151;7321;4132;3619;3422;2074;1753;2606;5577;7816;3117;3507	chr20	61161073	61162112	hsa-mir-1-1;hsa-mir-133a-2	12	TCGA-BLCA;TCGA-CESC;TCGA-COAD;TCGA-ESCA;TCGA-GBM;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PCPG;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr11_45703045_45704204	1354;7294;2100;2692;1872;3639;3100;1262;2540	chr11	45703045	45704204	hsa-mir-7154	9	TCGA-BLCA;TCGA-CESC;TCGA-COAD;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-SARC	All_Hypomethylated
chr1_3208865_3210424	1411;2581;3393;1379;1009;3378	chr1	3208865	3210424	hsa-mir-4251	7	TCGA-BLCA;TCGA-COAD;TCGA-LUSC;TCGA-PAAD;TCGA-READ;TCGA-SKCM;TCGA-UCEC	All_Hypomethylated
chr19_855536_856145	1458;2917;1349;1008;5000;615;4166;545	chr19	855536	856145	hsa-mir-3187	8	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr14_101317620_101318703	1540;4808;1802	chr14	101317620	101318703	hsa-mir-770;hsa-mir-127;hsa-mir-337;hsa-mir-431;hsa-mir-433;hsa-mir-493;hsa-mir-665	3	TCGA-BLCA;TCGA-CESC;TCGA-LIHC	All_Hypomethylated
chr14_101495604_101496410	1599;6576;8895;4724;5059;3157;2849;4555;6661;5191;10522;2630;3516	chr14	101495604	101496410	hsa-mir-494;hsa-mir-1193	13	TCGA-BLCA;TCGA-CESC;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PCPG;TCGA-PRAD;TCGA-READ;TCGA-SKCM;TCGA-UCEC	All_Hypomethylated
chr11_2181039_2183864	1641;1372;1017;3318;462;20;651;1894;2520;1358;3905;2683	chr11	2181039	2183864	hsa-mir-4686	12	TCGA-BLCA;TCGA-CESC;TCGA-ESCA;TCGA-GBM;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PCPG;TCGA-READ;TCGA-SARC;TCGA-UCEC	All_Hypomethylated
chr20_61150489_61151899	1667;4102;2730;4625;4510;6885;16088;3489	chr20	61150489	61151899	hsa-mir-1-1;hsa-mir-133a-2	8	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PCPG;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr1_3477168_3478767	1750;794;3060;23325	chr1	3477168	3478767	hsa-mir-551a	4	TCGA-BLCA;TCGA-LIHC;TCGA-LUSC;TCGA-READ	All_Hypomethylated
chr1_172113506_172114068	1770;69;144;322	chr1	172113506	172114068	hsa-mir-199a-2	4	TCGA-BLCA;TCGA-CESC;TCGA-KIRP;TCGA-UCEC	All_Hypermethylated
chr17_46799640_46806935	1861;2097;538;89;2836;597;5717;354;352;776;3492;28	chr17	46799640	46806935	hsa-mir-3185	12	TCGA-BLCA;TCGA-CESC;TCGA-COAD;TCGA-ESCA;TCGA-GBM;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr14_101340027_101341549	1908;7684;3570;3845;8771;11431;8079	chr14	101340027	101341549	hsa-mir-127;hsa-mir-337;hsa-mir-431;hsa-mir-433;hsa-mir-493;hsa-mir-665	7	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr19_35842171_35843282	2007;2501;1341;576;3465;6419;3365;2380	chr19	35842171	35843282	hsa-mir-5196	8	TCGA-BLCA;TCGA-COAD;TCGA-GBM;TCGA-LIHC;TCGA-LUSC;TCGA-PCPG;TCGA-READ;TCGA-SARC	All_Hypomethylated
chr11_1272972_1274140	2074;4186;5590;879;1330;2808	chr11	1272972	1274140	hsa-mir-6744	6	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr8_1992099_1994574	2090;158;1129;1301;4262;7782;633;5009	chr8	1992099	1994574	hsa-mir-7160	8	TCGA-BLCA;TCGA-ESCA;TCGA-LIHC;TCGA-LUSC;TCGA-PCPG;TCGA-READ;TCGA-STAD;TCGA-UCEC	All_Hypomethylated
chr1_45103896_45103967	2129;2971;863;3159;1412;3003	chr1	45103896	45103967	hsa-mir-5584	6	TCGA-BLCA;TCGA-CESC;TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-UCEC	All_Hypermethylated
chr11_45742908_45743771	2180;9585;2646;1550;9409;3582;3826;771;2754;3818;5849	chr11	45742908	45743771	hsa-mir-7154	11	TCGA-BLCA;TCGA-CESC;TCGA-COAD;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-SARC;TCGA-SKCM;TCGA-UCEC	All_Hypomethylated
chr15_37386586_37395115	2271;1005;398	chr15	37386586	37395115	hsa-mir-8063	3	TCGA-BLCA;TCGA-PRAD;TCGA-SKCM	All_Hypermethylated
chr9_139640053_139641402	2287;8298;5664;2094;3749;2893;4056;7200;8211;5363;5699	chr9	139640053	139641402	hsa-mir-6722	11	TCGA-BLCA;TCGA-CESC;TCGA-COAD;TCGA-ESCA;TCGA-GBM;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC;TCGA-PAAD;TCGA-PCPG;TCGA-READ	All_Hypomethylated
chr11_1275384_1276661	2291;3599;5509;1646;2163;4191	chr11	1275384	1276661	hsa-mir-6744	6	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr6_33876708_33878823	2562;6068;1359;5591;10223;15589;8336	chr6	33876708	33878823	hsa-mir-7159	7	TCGA-BLCA;TCGA-CESC;TCGA-GBM;TCGA-HNSC;TCGA-PCPG;TCGA-READ;TCGA-SARC	All_Hypomethylated
chr14_101334582_101335386	2578;2638;8954;5861;3688;3523;3667;5276;2404;3250	chr14	101334582	101335386	hsa-mir-127;hsa-mir-337;hsa-mir-431;hsa-mir-433;hsa-mir-493;hsa-mir-665	10	TCGA-BLCA;TCGA-CESC;TCGA-COAD;TCGA-ESCA;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PCPG;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr10_131638584_131641733	2604;1396;6368;6498;4065;4283;3758	chr10	131638584	131641733	hsa-mir-4297	7	TCGA-BLCA;TCGA-ESCA;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-SKCM	All_Hypomethylated
chr11_2016513_2020560	2681;544	chr11	2016513	2020560	hsa-mir-675	2	TCGA-BLCA;TCGA-LIHC	All_Hypomethylated
chr4_37244839_37247586	2808;686;326;627	chr4	37244839	37247586	hsa-mir-4801	4	TCGA-BLCA;TCGA-CESC;TCGA-HNSC;TCGA-PAAD	All_Hypermethylated
chr1_3195414_3196042	2877;7188;5109;4113;3225;6600;3572;19520;6469	chr1	3195414	3196042	hsa-mir-4251	9	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC;TCGA-PCPG;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr1_3087637_3090345	2916;5681;6162;1283	chr1	3087637	3090345	hsa-mir-4251	4	TCGA-BLCA;TCGA-CESC;TCGA-LIHC;TCGA-UCEC	All_Hypomethylated
chr13_24734180_24736569	3039;3962;1680	chr13	24734180	24736569	hsa-mir-2276	3	TCGA-BLCA;TCGA-CESC;TCGA-UCEC	All_Hypomethylated
chr11_43579878_43581175	3047;3767;3889	chr11	43579878	43581175	hsa-mir-129-2;hsa-mir-670	3	TCGA-BLCA;TCGA-LIHC;TCGA-READ	All_Hypomethylated
chr11_72326138_72327807	3102;5495;8296;14836;11922;16318;3077	chr11	72326138	72327807	hsa-mir-139	7	TCGA-BLCA;TCGA-CESC;TCGA-ESCA;TCGA-HNSC;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr22_50006785_50007725	3132;5636;12178;2921;2477;3489;7851;1672;2918	chr22	50006785	50007725	hsa-mir-3667	9	TCGA-BLCA;TCGA-CESC;TCGA-CHOL;TCGA-COAD;TCGA-HNSC;TCGA-LUSC;TCGA-READ;TCGA-SKCM;TCGA-UCEC	All_Hypomethylated
chr20_61803065_61803906	3148;2510;2407;2084;18067;30638;2378;3158;5316;6106;2707;1791	chr20	61803065	61803906	hsa-mir-124-3	12	TCGA-BLCA;TCGA-CESC;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr22_18231406_18231825	3158;1458;7182;4166;8238	chr22	18231406	18231825	hsa-mir-3198-1	5	TCGA-BLCA;TCGA-CESC;TCGA-KIRC;TCGA-KIRP;TCGA-UCEC	All_Hypermethylated
chr8_2019760_2021720	3318;4879;3376;6647;4179;1696;1235	chr8	2019760	2021720	hsa-mir-7160	7	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-STAD	All_Hypomethylated
chr16_57701317_57702239	3387;4058;8173;7205;3654	chr16	57701317	57702239	hsa-mir-6772	5	TCGA-BLCA;TCGA-CESC;TCGA-HNSC;TCGA-READ;TCGA-SKCM	All_Hypomethylated
chr14_50467526_50468241	3716;1600;11408;2244;3214	chr14	50467526	50468241	hsa-mir-6076	5	TCGA-BLCA;TCGA-CESC;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr1_3120013_3121727	3776;5203;5513;9910;10293;4979	chr1	3120013	3121727	hsa-mir-4251	6	TCGA-BLCA;TCGA-ESCA;TCGA-LUSC;TCGA-PCPG;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr7_127846739_127847936	3792;8421;1838;8947;2502;5789;4679;7348	chr7	127846739	127847936	hsa-mir-129-1	8	TCGA-BLCA;TCGA-CESC;TCGA-COAD;TCGA-KIRC;TCGA-LIHC;TCGA-LUAD;TCGA-READ;TCGA-SARC	All_Hypomethylated
chr11_45713046_45713350	3850;11658;3804;3460;6088;5068;10714;9219;10773;2338	chr11	45713046	45713350	hsa-mir-7154	10	TCGA-BLCA;TCGA-CESC;TCGA-COAD;TCGA-GBM;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUAD;TCGA-READ;TCGA-SARC	All_Hypomethylated
chr4_37224078_37224128	4038;5451;12811;6608;24234;12068;9680	chr4	37224078	37224128	hsa-mir-4801	7	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr8_143214422_143214455	4068;6469;7727;10747;2557;5964;10744;25337;13024;3946;4504	chr8	143214422	143214455	hsa-mir-4472-1	11	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-SARC;TCGA-UCEC	All_Hypomethylated
chr1_77333074_77334748	4224;87;2375;496;555;10226;2603;108;151	chr1	77333074	77334748	hsa-mir-7156	9	TCGA-BLCA;TCGA-CESC;TCGA-CHOL;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-READ	All_Hypermethylated
chr15_86312163_86313973	4255;4032;1092;1224;690	chr15	86312163	86313973	hsa-mir-1276	5	TCGA-BLCA;TCGA-CESC;TCGA-ESCA;TCGA-LUSC;TCGA-PAAD	All_Hypomethylated
chr7_158331066_158331217	4413;10344;6519;9285;8235;2310;13568;10670	chr7	158331066	158331217	hsa-mir-595	8	TCGA-BLCA;TCGA-CESC;TCGA-ESCA;TCGA-KIRC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr1_37773813_37773903	4455;12485;5638;15406;3396;12240;22752;29229;7216	chr1	37773813	37773903	hsa-mir-4255	9	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr1_98510182_98511908	4595;9586;3254;234;1696;1587;436;11051;528;3396;558;2280	chr1	98510182	98511908	hsa-mir-2682;hsa-mir-137	12	TCGA-BLCA;TCGA-CESC;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
