ProbeID	Chromosome	Start	End	Gene	TCGA-BRCA_Status	TCGA-LUSC_Status	Concordance
cg13711950	chr20	45100886	45100887	KCNS1	Hypermethylated	Hypermethylated	Concordant
cg09028204	chr20	45101167	45101168	KCNS1	Hypermethylated	Hypermethylated	Concordant
cg27634724	chr20	45101220	45101221	KCNS1	Hypermethylated	Hypermethylated	Concordant
cg25353142	chr20	45101228	45101229	KCNS1	Hypermethylated	Hypermethylated	Concordant
cg06288351	chr20	45101256	45101257	KCNS1	Hypermethylated	Hypermethylated	Concordant
cg14288464	chr20	45114660	45114661	WFDC5	Hypermethylated	Hypomethylated	Discordant
cg11626007	chr20	45115194	45115195	WFDC5	Hypermethylated	Hypomethylated	Discordant
cg20485165	chr20	45124408	45124409	WFDC12	Hypomethylated	Hypomethylated	Concordant
cg02311163	chr20	45221870	45221871	SEMG2	Hypomethylated	Hypomethylated	Concordant
cg07063463	chr20	45304285	45304286	MATN4	Hypermethylated	Hypermethylated	Concordant
cg10713431	chr20	45304564	45304565	MATN4	Hypermethylated	Hypermethylated	Concordant
cg16837441	chr20	45306582	45306583	MATN4;RBPJL	Hypermethylated	Hypermethylated	Concordant
cg07534843	chr20	45306643	45306644	MATN4;RBPJL	Hypermethylated	Hypermethylated	Concordant
cg27227742	chr20	45306651	45306652	MATN4;RBPJL	Hypermethylated	Hypermethylated	Concordant
cg14921939	chr20	45306820	45306821	MATN4;RBPJL	Hypermethylated	Hypermethylated	Concordant
cg15243856	chr20	45306822	45306823	MATN4;RBPJL	Hypermethylated	Hypermethylated	Concordant
cg14915878	chr20	45306831	45306832	MATN4;RBPJL	Hypermethylated	Hypermethylated	Concordant
cg20256260	chr20	45308341	45308342	MATN4;RBPJL	Hypermethylated	Hypermethylated	Concordant
cg06407657	chr20	45308498	45308499	MATN4;RBPJL	Hypermethylated	Hypermethylated	Concordant
cg00028844	chr20	45309544	45309545	MATN4;RBPJL	Hypomethylated	Hypomethylated	Concordant
cg14759366	chr20	45316614	45316615	RBPJL	Hypermethylated	Hypermethylated	Concordant
cg26751645	chr20	45316724	45316725	RBPJL	Hypermethylated	Hypermethylated	Concordant
cg09854007	chr20	45316961	45316962	RBPJL	Hypermethylated	Hypermethylated	Concordant
cg05733285	chr20	45539545	45539546	EPPIN-WFDC6;WFDC6	Hypomethylated	Hypomethylated	Concordant
cg16471362	chr20	45542004	45542005	EPPIN;EPPIN-WFDC6	Hypomethylated	Hypomethylated	Concordant
cg10379687	chr20	45547318	45547319	EPPIN;EPPIN-WFDC6	Hypomethylated	Hypomethylated	Concordant
cg23765993	chr20	45547390	45547391	EPPIN;EPPIN-WFDC6	Hypomethylated	Hypomethylated	Concordant
cg00871129	chr20	45547786	45547787	EPPIN;EPPIN-WFDC6	Hypomethylated	Hypomethylated	Concordant
cg12144304	chr20	45548538	45548539	EPPIN;EPPIN-WFDC6	Hypomethylated	Hypomethylated	Concordant
cg24337225	chr20	45630950	45630951	WFDC10A;WFDC9	Hypomethylated	Hypomethylated	Concordant
cg17890298	chr20	45701982	45701983	WFDC10B;WFDC13	Hypomethylated	Hypomethylated	Concordant
cg24009065	chr20	45722456	45722457	SPINT4	Hypomethylated	Hypomethylated	Concordant
cg17038577	chr20	45827809	45827810	TNNC2	Hypomethylated	Hypomethylated	Concordant
cg13334949	chr20	45842429	45842430	ACOT8;SNX21	Hypermethylated	Hypermethylated	Concordant
cg08260891	chr20	45890163	45890164	CTSA;NEURL2	Hypermethylated	Hypermethylated	Concordant
cg07552707	chr20	45890454	45890455	CTSA;NEURL2	Hypermethylated	Hypermethylated	Concordant
cg08176368	chr20	46010627	46010628	MMP9	Hypermethylated	Hypermethylated	Concordant
cg26132320	chr20	46011714	46011715	MMP9	Hypermethylated	Hypermethylated	Concordant
cg20674635	chr20	46012164	46012165	MMP9	Hypermethylated	Hypermethylated	Concordant
cg23303369	chr20	46012522	46012523	MMP9	Hypermethylated	Hypermethylated	Concordant
cg09149648	chr20	46013731	46013732	MMP9;SLC12A5-AS1	Hypermethylated	Hypermethylated	Concordant
cg27321439	chr20	46027920	46027921	SLC12A5	Hypomethylated	Hypomethylated	Concordant
cg09015232	chr20	46028476	46028477	SLC12A5	Hypomethylated	Hypomethylated	Concordant
cg07871947	chr20	46029157	46029158	SLC12A5	Hypermethylated	Hypermethylated	Concordant
cg11301556	chr20	46029159	46029160	SLC12A5	Hypermethylated	Hypermethylated	Concordant
cg22752533	chr20	46029309	46029310	SLC12A5	Hypermethylated	Hypermethylated	Concordant
cg02655630	chr20	46030302	46030303	SLC12A5	Hypermethylated	Hypermethylated	Concordant
cg26828689	chr20	46033506	46033507	SLC12A5	Hypomethylated	Hypomethylated	Concordant
cg19569865	chr20	46034844	46034845	SLC12A5	Hypomethylated	Hypomethylated	Concordant
cg00629625	chr20	46034991	46034992	SLC12A5	Hypomethylated	Hypomethylated	Concordant
cg06001997	chr20	46035783	46035784	SLC12A5	Hypomethylated	Hypomethylated	Concordant
cg07222575	chr20	46129346	46129347	CD40	Hypomethylated	Hypomethylated	Concordant
cg10329468	chr20	46173909	46173910	CDH22	Hypomethylated	Hypomethylated	Concordant
cg13584095	chr20	46198753	46198754	CDH22	Hypomethylated	Hypomethylated	Concordant
cg07465602	chr20	46201801	46201802	CDH22	Hypomethylated	Hypomethylated	Concordant
cg18376773	chr20	46249735	46249736	CDH22	Hypomethylated	Hypomethylated	Concordant
cg24101578	chr20	46251624	46251625	CDH22	Hypermethylated	Hypermethylated	Concordant
cg07612821	chr20	46252180	46252181	CDH22	Hypomethylated	Hypomethylated	Concordant
cg25558663	chr20	46253875	46253876	CDH22	Hypomethylated	Hypomethylated	Concordant
cg14287869	chr20	46264056	46264057	CDH22	Hypomethylated	Hypomethylated	Concordant
cg20239391	chr20	46402093	46402094	ELMO2	Hypomethylated	Hypermethylated	Discordant
cg01385679	chr20	46404516	46404517	ELMO2	Hypomethylated	Hypermethylated	Discordant
cg01471196	chr20	46513426	46513427	ZNF334	Hypermethylated	Hypermethylated	Concordant
cg26238800	chr20	46513567	46513568	ZNF334	Hypermethylated	Hypermethylated	Concordant
cg25828181	chr20	46513575	46513576	ZNF334	Hypermethylated	Hypermethylated	Concordant
cg07139762	chr20	46513605	46513606	ZNF334	Hypermethylated	Hypermethylated	Concordant
cg11173131	chr20	46550587	46550588	OCSTAMP	Hypermethylated	Hypomethylated	Discordant
cg01700462	chr20	46550591	46550592	OCSTAMP	Hypermethylated	Hypomethylated	Discordant
cg17801864	chr20	46550706	46550707	OCSTAMP	Hypermethylated	Hypomethylated	Discordant
cg17775490	chr20	46550715	46550716	OCSTAMP	Hypermethylated	Hypomethylated	Discordant
cg01880463	chr20	46550774	46550775	OCSTAMP	Hypermethylated	Hypomethylated	Discordant
cg18954541	chr20	46651346	46651347	SLC13A3	Hypermethylated	Hypermethylated	Concordant
cg06263461	chr20	46651598	46651599	SLC13A3	Hypermethylated	Hypermethylated	Concordant
cg27650212	chr20	46651775	46651776	SLC13A3	Hypomethylated	Hypomethylated	Concordant
cg27610561	chr20	46709145	46709146	SLC2A10	Hypomethylated	Hypomethylated	Concordant
cg10156714	chr20	46713827	46713828	SLC2A10	Hypomethylated	Hypomethylated	Concordant
cg03082779	chr20	47318281	47318282	RP4-569M23.5;ZMYND8	Hypermethylated	Hypermethylated	Concordant
cg06893362	chr20	49280587	49280588	SNORD12;ZFAS1	Hypomethylated	Hypomethylated	Concordant
cg25531857	chr20	49280914	49280915	ZFAS1	Hypomethylated	Hypomethylated	Concordant
cg11220565	chr20	49318265	49318266	NA	Hypermethylated	Hypermethylated	Concordant
cg13928427	chr20	49320882	49320883	NA	Hypomethylated	Hypomethylated	Concordant
cg05303999	chr20	49372418	49372419	KCNB1	Hypomethylated	Hypomethylated	Concordant
cg26709285	chr20	49482609	49482610	KCNB1	Hypermethylated	Hypermethylated	Concordant
cg20406033	chr20	49486937	49486938	NA	Hypomethylated	Hypomethylated	Concordant
cg04271991	chr20	49507577	49507578	PTGIS	Hypomethylated	Hypomethylated	Concordant
cg10772290	chr20	49567884	49567885	PTGIS	Hypermethylated	Hypermethylated	Concordant
cg00001269	chr20	50342467	50342468	NA	Hypomethylated	Hypomethylated	Concordant
cg00682367	chr20	50346743	50346744	NA	Hypermethylated	Hypermethylated	Concordant
cg00972420	chr20	50588255	50588256	RIPOR3	Hypomethylated	Hypomethylated	Concordant
cg07803218	chr20	50730087	50730088	PARD6B	Hypomethylated	Hypomethylated	Concordant
cg03812837	chr20	50730208	50730209	PARD6B	Hypomethylated	Hypomethylated	Concordant
cg11769476	chr20	50794273	50794274	BCAS4	Hypermethylated	Hypermethylated	Concordant
cg22214889	chr20	50794291	50794292	BCAS4	Hypermethylated	Hypermethylated	Concordant
cg05331472	chr20	50839246	50839247	BCAS4	Hypermethylated	Hypomethylated	Discordant
cg20039443	chr20	51492374	51492375	NFATC2	Hypermethylated	Hypermethylated	Concordant
cg02263932	chr20	51492561	51492562	NFATC2	Hypermethylated	Hypermethylated	Concordant
cg09465142	chr20	51492837	51492838	NFATC2	Hypermethylated	Hypermethylated	Concordant
cg02561912	chr20	51541663	51541664	NFATC2	Hypermethylated	Hypermethylated	Concordant
cg27599015	chr20	51558950	51558951	NFATC2	Hypomethylated	Hypomethylated	Concordant
cg12683120	chr20	51565657	51565658	NA	Hypermethylated	Hypomethylated	Discordant
cg14160518	chr20	51802413	51802414	SALL4	Hypermethylated	Hypermethylated	Concordant
cg19871388	chr20	51802543	51802544	SALL4	Hypermethylated	Hypermethylated	Concordant
cg12032027	chr20	53581686	53581687	ZNF217	Hypomethylated	Hypomethylated	Concordant
cg01692482	chr20	53581839	53581840	ZNF217	Hypomethylated	Hypomethylated	Concordant
cg09029902	chr20	53583055	53583056	ZNF217	Hypomethylated	Hypomethylated	Concordant
cg20979153	chr20	53583209	53583210	ZNF217	Hypomethylated	Hypomethylated	Concordant
cg23601030	chr20	53660221	53660222	NA	Hypermethylated	Hypermethylated	Concordant
cg18881873	chr20	53660408	53660409	NA	Hypermethylated	Hypermethylated	Concordant
cg21251385	chr20	53660511	53660512	NA	Hypermethylated	Hypermethylated	Concordant
cg20178976	chr20	53740578	53740579	NA	Hypomethylated	Hypomethylated	Concordant
cg23685712	chr20	54173524	54173525	CYP24A1	Hypermethylated	Hypermethylated	Concordant
cg04742384	chr20	56001359	56001360	CBLN4	Hypomethylated	Hypomethylated	Concordant
cg03355524	chr20	56003842	56003843	CBLN4	Hypermethylated	Hypermethylated	Concordant
cg02501779	chr20	56004299	56004300	CBLN4	Hypermethylated	Hypermethylated	Concordant
cg20779964	chr20	56005014	56005015	CBLN4	Hypermethylated	Hypermethylated	Concordant
cg00480389	chr20	56005077	56005078	CBLN4	Hypermethylated	Hypermethylated	Concordant
cg06672560	chr20	56005119	56005120	CBLN4	Hypermethylated	Hypermethylated	Concordant
cg25993718	chr20	56005140	56005141	CBLN4	Hypermethylated	Hypermethylated	Concordant
cg01699298	chr20	56006342	56006343	CBLN4	Hypomethylated	Hypomethylated	Concordant
cg24298684	chr20	56248822	56248823	MC3R	Hypomethylated	Hypomethylated	Concordant
cg19226099	chr20	56249029	56249030	MC3R	Hypomethylated	Hypomethylated	Concordant
cg21165812	chr20	56356287	56356288	NA	Hypermethylated	Hypomethylated	Discordant
cg23676369	chr20	56411964	56411965	CASS4	Hypermethylated	Hypermethylated	Concordant
cg21729992	chr20	56625314	56625315	NA	Hypermethylated	Hypermethylated	Concordant
cg00297721	chr20	56625711	56625712	NA	Hypermethylated	Hypermethylated	Concordant
cg00682734	chr20	56625917	56625918	NA	Hypermethylated	Hypermethylated	Concordant
cg09943716	chr20	56627180	56627181	NA	Hypermethylated	Hypermethylated	Concordant
cg09572195	chr20	56627391	56627392	NA	Hypermethylated	Hypermethylated	Concordant
cg02718825	chr20	56627786	56627787	NA	Hypermethylated	Hypermethylated	Concordant
cg13683550	chr20	56826862	56826863	NA	Hypermethylated	Hypermethylated	Concordant
cg02825373	chr20	56926045	56926046	NA	Hypermethylated	Hypermethylated	Concordant
cg13887180	chr20	57112943	57112944	NA	Hypomethylated	Hypomethylated	Concordant
cg20955836	chr20	57261168	57261169	BMP7	Hypermethylated	Hypermethylated	Concordant
cg18759209	chr20	57267015	57267016	BMP7;RP4-813D12.3	Hypermethylated	Hypermethylated	Concordant
cg09154639	chr20	57350514	57350515	RAE1	Hypomethylated	Hypomethylated	Concordant
cg20835555	chr20	57521819	57521820	CTCFL	Hypomethylated	Hypomethylated	Concordant
cg13904968	chr20	57560956	57560957	PCK1	Hypomethylated	Hypomethylated	Concordant
cg17306740	chr20	57620378	57620379	ZBP1	Hypomethylated	Hypomethylated	Concordant
cg07912689	chr20	57620402	57620403	ZBP1	Hypomethylated	Hypomethylated	Concordant
cg07543830	chr20	57672555	57672556	PMEPA1	Hypermethylated	Hypermethylated	Concordant
cg01117384	chr20	57699040	57699041	PMEPA1	Hypomethylated	Hypomethylated	Concordant
cg18023251	chr20	57706783	57706784	PMEPA1	Hypomethylated	Hypomethylated	Concordant
cg07143805	chr20	57711615	57711616	PMEPA1;RP5-1059L7.1	Hypomethylated	Hypomethylated	Concordant
cg00138126	chr20	57711641	57711642	PMEPA1;RP5-1059L7.1	Hypomethylated	Hypomethylated	Concordant
cg12514933	chr20	57711676	57711677	PMEPA1;RP5-1059L7.1	Hypomethylated	Hypomethylated	Concordant
cg02468966	chr20	57712142	57712143	PMEPA1;RP5-1059L7.1	Hypomethylated	Hypomethylated	Concordant
cg01515444	chr20	57717858	57717859	NA	Hypomethylated	Hypomethylated	Concordant
cg05114898	chr20	57719119	57719120	NA	Hypomethylated	Hypomethylated	Concordant
cg23791824	chr20	58147187	58147188	NA	Hypomethylated	Hypomethylated	Concordant
cg11632679	chr20	58184026	58184027	NA	Hypomethylated	Hypomethylated	Concordant
cg03207868	chr20	58203505	58203506	NA	Hypomethylated	Hypomethylated	Concordant
cg04083776	chr20	58203661	58203662	NA	Hypomethylated	Hypomethylated	Concordant
cg25249539	chr20	58228302	58228303	ANKRD60	Hypermethylated	Hypermethylated	Concordant
cg26667205	chr20	58228722	58228723	ANKRD60	Hypermethylated	Hypermethylated	Concordant
cg14724471	chr20	58514405	58514406	APCDD1L;APCDD1L-DT	Hypermethylated	Hypermethylated	Concordant
cg20600210	chr20	58514957	58514958	APCDD1L;APCDD1L-DT	Hypermethylated	Hypermethylated	Concordant
cg07402669	chr20	58514959	58514960	APCDD1L;APCDD1L-DT	Hypermethylated	Hypermethylated	Concordant
cg23487201	chr20	58515066	58515067	APCDD1L;APCDD1L-DT	Hypermethylated	Hypermethylated	Concordant
cg13186228	chr20	58650139	58650140	STX16;STX16-NPEPL1	Hypermethylated	Hypermethylated	Concordant
cg01458088	chr20	58756179	58756180	PIEZO1P2;RP4-806M20.5	Hypomethylated	Hypomethylated	Concordant
cg07050493	chr20	58817517	58817518	RP4-806M20.4	Hypomethylated	Hypomethylated	Concordant
cg25188071	chr20	58818222	58818223	MIR296;RP4-806M20.4	Hypomethylated	Hypomethylated	Concordant
cg21983491	chr20	58818325	58818326	MIR296;MIR298;RP4-806M20.4	Hypomethylated	Hypomethylated	Concordant
cg15428904	chr20	58819042	58819043	GNAS-AS1;MIR296;MIR298;RP4-806M20.4	Hypomethylated	Hypomethylated	Concordant
cg03613625	chr20	58833119	58833120	GNAS-AS1	Hypomethylated	Hypomethylated	Concordant
cg19296354	chr20	58840642	58840643	GNAS;GNAS-AS1;GNAS-AS1_1	Hypermethylated	Hypermethylated	Concordant
cg24975842	chr20	58841166	58841167	GNAS;GNAS-AS1;GNAS-AS1_1;GNAS-AS1_2	Hypermethylated	Hypermethylated	Concordant
cg10546626	chr20	58849466	58849467	GNAS;GNAS-AS1;GNAS-AS1_4;GNAS-AS1_5	Hypomethylated	Hypomethylated	Concordant
cg19592829	chr20	58851160	58851161	GNAS;GNAS-AS1	Hypermethylated	Hypermethylated	Concordant
cg25229306	chr20	58851319	58851320	GNAS;GNAS-AS1	Hypermethylated	Hypermethylated	Concordant
cg08166863	chr20	58851336	58851337	GNAS;GNAS-AS1	Hypermethylated	Hypermethylated	Concordant
cg11285807	chr20	58851340	58851341	GNAS;GNAS-AS1	Hypermethylated	Hypermethylated	Concordant
cg07947033	chr20	58851490	58851491	GNAS;GNAS-AS1	Hypermethylated	Hypermethylated	Concordant
cg23249369	chr20	58851704	58851705	GNAS;GNAS-AS1	Hypermethylated	Hypermethylated	Concordant
cg04457481	chr20	58851780	58851781	GNAS;GNAS-AS1	Hypermethylated	Hypermethylated	Concordant
cg21938532	chr20	58851876	58851877	GNAS;GNAS-AS1	Hypermethylated	Hypermethylated	Concordant
cg18224653	chr20	58851924	58851925	GNAS;GNAS-AS1	Hypermethylated	Hypermethylated	Concordant
cg03908391	chr20	58852115	58852116	GNAS;GNAS-AS1	Hypermethylated	Hypermethylated	Concordant
cg22290117	chr20	58852118	58852119	GNAS;GNAS-AS1	Hypermethylated	Hypermethylated	Concordant
cg25652859	chr20	58852357	58852358	GNAS;GNAS-AS1	Hypermethylated	Hypermethylated	Concordant
cg26811638	chr20	58852438	58852439	GNAS	Hypermethylated	Hypermethylated	Concordant
cg09437522	chr20	58856147	58856148	GNAS	Hypomethylated	Hypomethylated	Concordant
cg10468484	chr20	58856248	58856249	GNAS	Hypomethylated	Hypomethylated	Concordant
cg18912847	chr20	59041842	59041843	PRELID3B	Hypomethylated	Hypomethylated	Concordant
cg02902946	chr20	59042113	59042114	PRELID3B	Hypomethylated	Hypomethylated	Concordant
cg08363339	chr20	59043432	59043433	PRELID3B	Hypermethylated	Hypomethylated	Discordant
cg26256104	chr20	59190760	59190761	ZNF831	Hypomethylated	Hypomethylated	Concordant
cg18826352	chr20	59190845	59190846	ZNF831	Hypomethylated	Hypomethylated	Concordant
cg04588514	chr20	59191016	59191017	ZNF831	Hypomethylated	Hypomethylated	Concordant
cg03770410	chr20	59191277	59191278	ZNF831	Hypomethylated	Hypomethylated	Concordant
cg00121551	chr20	59191342	59191343	ZNF831	Hypomethylated	Hypomethylated	Concordant
cg13707623	chr20	59191519	59191520	ZNF831	Hypomethylated	Hypomethylated	Concordant
cg15510911	chr20	59192480	59192481	ZNF831	Hypomethylated	Hypomethylated	Concordant
cg27300887	chr20	59194744	59194745	ZNF831	Hypomethylated	Hypomethylated	Concordant
cg04068564	chr20	59220191	59220192	ZNF831	Hypomethylated	Hypomethylated	Concordant
cg06777472	chr20	59297978	59297979	NA	Hypomethylated	Hypomethylated	Concordant
cg16205854	chr20	59300263	59300264	EDN3	Hypermethylated	Hypermethylated	Concordant
cg09005679	chr20	59300271	59300272	EDN3	Hypermethylated	Hypermethylated	Concordant
cg04048259	chr20	59300291	59300292	EDN3	Hypermethylated	Hypermethylated	Concordant
cg17146570	chr20	59300307	59300308	EDN3	Hypermethylated	Hypermethylated	Concordant
cg08318212	chr20	59300309	59300310	EDN3	Hypermethylated	Hypermethylated	Concordant
cg20910807	chr20	59300329	59300330	EDN3	Hypermethylated	Hypermethylated	Concordant
cg19194373	chr20	59300648	59300649	EDN3	Hypermethylated	Hypermethylated	Concordant
cg13919285	chr20	59301070	59301071	EDN3	Hypermethylated	Hypermethylated	Concordant
cg00633740	chr20	59304850	59304851	EDN3	Hypomethylated	Hypomethylated	Concordant
cg08330217	chr20	59407914	59407915	NA	Hypomethylated	Hypomethylated	Concordant
cg26281310	chr20	59574084	59574085	NA	Hypomethylated	Hypomethylated	Concordant
cg15712559	chr20	59605561	59605562	PHACTR3	Hypermethylated	Hypermethylated	Concordant
cg11969493	chr20	59609224	59609225	PHACTR3	Hypomethylated	Hypomethylated	Concordant
cg24334029	chr20	59721153	59721154	PHACTR3	Hypomethylated	Hypomethylated	Concordant
cg23600944	chr20	59729546	59729547	PHACTR3	Hypomethylated	Hypomethylated	Concordant
cg14115220	chr20	59958366	59958367	CDH26	Hypomethylated	Hypomethylated	Concordant
cg20895028	chr20	59958388	59958389	CDH26	Hypomethylated	Hypomethylated	Concordant
cg24607535	chr20	59958440	59958441	CDH26	Hypomethylated	Hypomethylated	Concordant
cg06347896	chr20	60070894	60070895	C20orf197	Hypomethylated	Hypomethylated	Concordant
cg04638374	chr20	60252579	60252580	MIR646HG	Hypomethylated	Hypomethylated	Concordant
cg26765743	chr20	60472430	60472431	MIR646HG	Hypomethylated	Hypomethylated	Concordant
cg02799298	chr20	60598622	60598623	NA	Hypomethylated	Hypomethylated	Concordant
cg08533934	chr20	60965215	60965216	NA	Hypomethylated	Hypomethylated	Concordant
cg02751309	chr20	60966176	60966177	NA	Hypomethylated	Hypomethylated	Concordant
cg23588360	chr20	60970858	60970859	NA	Hypomethylated	Hypomethylated	Concordant
cg05944004	chr20	60971036	60971037	NA	Hypomethylated	Hypomethylated	Concordant
cg01841839	chr20	61023521	61023522	NA	Hypomethylated	Hypomethylated	Concordant
cg24931017	chr20	61025934	61025935	NA	Hypomethylated	Hypomethylated	Concordant
cg04303500	chr20	61026956	61026957	NA	Hypomethylated	Hypomethylated	Concordant
cg24076502	chr20	61248688	61248689	NA	Hypomethylated	Hypomethylated	Concordant
cg14517502	chr20	61248935	61248936	NA	Hypomethylated	Hypomethylated	Concordant
cg04183602	chr20	61285950	61285951	CDH4	Hypomethylated	Hypomethylated	Concordant
cg12243633	chr20	61291648	61291649	CDH4	Hypomethylated	Hypomethylated	Concordant
cg19054096	chr20	61293368	61293369	CDH4	Hypomethylated	Hypomethylated	Concordant
cg13332510	chr20	61313512	61313513	CDH4	Hypomethylated	Hypomethylated	Concordant
cg02930348	chr20	61393883	61393884	CDH4	Hypomethylated	Hypomethylated	Concordant
cg25209132	chr20	61394357	61394358	CDH4	Hypomethylated	Hypomethylated	Concordant
cg16836224	chr20	61409001	61409002	CDH4	Hypomethylated	Hypomethylated	Concordant
cg18557891	chr20	61544043	61544044	CDH4	Hypomethylated	Hypomethylated	Concordant
cg10487221	chr20	61544495	61544496	CDH4	Hypomethylated	Hypomethylated	Concordant
cg12762862	chr20	61545416	61545417	CDH4	Hypomethylated	Hypomethylated	Concordant
cg18519834	chr20	61728338	61728339	CDH4	Hypomethylated	Hypomethylated	Concordant
cg06698399	chr20	61733390	61733391	CDH4	Hypomethylated	Hypomethylated	Concordant
cg17814028	chr20	61769244	61769245	CDH4	Hypomethylated	Hypomethylated	Concordant
cg07201996	chr20	61773221	61773222	CDH4	Hypomethylated	Hypomethylated	Concordant
cg18627496	chr20	61774154	61774155	CDH4	Hypomethylated	Hypomethylated	Concordant
cg02619941	chr20	61795929	61795930	CDH4	Hypomethylated	Hypomethylated	Concordant
cg04485850	chr20	61797509	61797510	CDH4	Hypomethylated	Hypomethylated	Concordant
cg20247326	chr20	61798346	61798347	CDH4	Hypomethylated	Hypomethylated	Concordant
cg18998003	chr20	61813659	61813660	CDH4	Hypomethylated	Hypomethylated	Concordant
cg03223949	chr20	61822859	61822860	CDH4	Hypomethylated	Hypomethylated	Concordant
cg24464502	chr20	61866896	61866897	CDH4	Hypomethylated	Hypomethylated	Concordant
cg01526189	chr20	61872835	61872836	CDH4	Hypomethylated	Hypomethylated	Concordant
cg14028653	chr20	61873720	61873721	CDH4	Hypomethylated	Hypomethylated	Concordant
cg09716545	chr20	61873827	61873828	CDH4	Hypomethylated	Hypomethylated	Concordant
cg08093619	chr20	61873995	61873996	CDH4	Hypomethylated	Hypomethylated	Concordant
cg03031672	chr20	61875122	61875123	CDH4	Hypomethylated	Hypomethylated	Concordant
cg06042550	chr20	61880359	61880360	CDH4	Hypomethylated	Hypomethylated	Concordant
cg23899424	chr20	61881240	61881241	CDH4	Hypomethylated	Hypomethylated	Concordant
cg24688309	chr20	61881442	61881443	CDH4	Hypomethylated	Hypomethylated	Concordant
cg12950753	chr20	61882093	61882094	CDH4	Hypomethylated	Hypomethylated	Concordant
cg05824387	chr20	61885114	61885115	CDH4	Hypomethylated	Hypomethylated	Concordant
cg25895913	chr20	61885409	61885410	CDH4	Hypomethylated	Hypomethylated	Concordant
cg02313492	chr20	61892351	61892352	CDH4	Hypomethylated	Hypomethylated	Concordant
cg15623111	chr20	61895110	61895111	CDH4	Hypomethylated	Hypomethylated	Concordant
cg26429674	chr20	61895211	61895212	CDH4	Hypomethylated	Hypomethylated	Concordant
cg00966763	chr20	61897009	61897010	CDH4	Hypomethylated	Hypomethylated	Concordant
cg02625694	chr20	61898730	61898731	CDH4	Hypomethylated	Hypomethylated	Concordant
cg17588713	chr20	61902761	61902762	CDH4	Hypomethylated	Hypomethylated	Concordant
cg02335185	chr20	61916849	61916850	CDH4	Hypomethylated	Hypomethylated	Concordant
cg03582787	chr20	61917120	61917121	CDH4	Hypomethylated	Hypomethylated	Concordant
cg02685032	chr20	61923659	61923660	CDH4	Hypomethylated	Hypomethylated	Concordant
cg15656087	chr20	61926964	61926965	CDH4	Hypomethylated	Hypomethylated	Concordant
cg27633533	chr20	61927033	61927034	CDH4	Hypomethylated	Hypomethylated	Concordant
cg05274680	chr20	61927190	61927191	CDH4	Hypomethylated	Hypomethylated	Concordant
cg03819011	chr20	61931099	61931100	CDH4	Hypomethylated	Hypomethylated	Concordant
cg23711059	chr20	61938677	61938678	CDH4	Hypomethylated	Hypomethylated	Concordant
cg24758452	chr20	61939228	61939229	CDH4	Hypomethylated	Hypomethylated	Concordant
cg03117005	chr20	62067059	62067060	TAF4	Hypermethylated	Hypermethylated	Concordant
cg04752263	chr20	62216661	62216662	HRH3	Hypomethylated	Hypomethylated	Concordant
cg15662768	chr20	62220762	62220763	HRH3	Hypermethylated	Hypermethylated	Concordant
cg25112747	chr20	62223695	62223696	NA	Hypomethylated	Hypomethylated	Concordant
cg03199926	chr20	62285677	62285678	OSBPL2	Hypermethylated	Hypermethylated	Concordant
cg08178815	chr20	62304557	62304558	ADRM1	Hypomethylated	Hypomethylated	Concordant
cg12382846	chr20	62317065	62317066	LAMA5	Hypermethylated	Hypomethylated	Discordant
cg02605258	chr20	62365716	62365717	LAMA5	Hypomethylated	Hypomethylated	Concordant
cg01731766	chr20	62378478	62378479	NA	Hypermethylated	Hypomethylated	Discordant
cg25904964	chr20	62380923	62380924	NA	Hypermethylated	Hypermethylated	Concordant
cg11154879	chr20	62426719	62426720	RBBP8NL;RP5-908M14.5	Hypomethylated	Hypomethylated	Concordant
cg02537838	chr20	62427539	62427540	RBBP8NL;RP5-908M14.5	Hypomethylated	Hypomethylated	Concordant
cg17565967	chr20	62427655	62427656	RBBP8NL;RP5-908M14.5	Hypomethylated	Hypomethylated	Concordant
cg17976205	chr20	62427801	62427802	RBBP8NL;RP5-908M14.5	Hypomethylated	Hypomethylated	Concordant
cg02484469	chr20	62475980	62475981	GATA5	Hypermethylated	Hypermethylated	Concordant
cg23770904	chr20	62476505	62476506	GATA5;RP13-379O24.3	Hypermethylated	Hypermethylated	Concordant
cg09339194	chr20	62476529	62476530	GATA5;RP13-379O24.3	Hypermethylated	Hypermethylated	Concordant
cg08579011	chr20	62546276	62546277	MIR1-1HG-AS1	Hypomethylated	Hypomethylated	Concordant
cg16226106	chr20	62553309	62553310	MIR1-1;MIR1-1HG	Hypomethylated	Hypomethylated	Concordant
cg23792592	chr20	62553430	62553431	MIR1-1;MIR1-1HG	Hypomethylated	Hypomethylated	Concordant
cg16150381	chr20	62554239	62554240	MIR1-1;MIR1-1HG	Hypomethylated	Hypomethylated	Concordant
cg00596687	chr20	62554265	62554266	MIR1-1;MIR1-1HG	Hypomethylated	Hypomethylated	Concordant
cg11797130	chr20	62554268	62554269	MIR1-1;MIR1-1HG	Hypomethylated	Hypomethylated	Concordant
cg02726814	chr20	62554273	62554274	MIR1-1;MIR1-1HG	Hypomethylated	Hypomethylated	Concordant
cg13576946	chr20	62561133	62561134	MIR1-1HG	Hypomethylated	Hypomethylated	Concordant
